"","V1","V2"
"1",2.6150107101898,2.6694394155905
"2",0.490192890830709,0.654908446062405
"3",3.60838167170476,3.72353017974875
"4",0.73519365910911,0.889981413245354
"5",0.397392692279421,1.39640423086172
"6",2.48068076910686,2.03325115262833
"7",2.91143618434107,3.42254971353258
"8",-3.49658749082268,0.983006737177118
"9",0.603868365481233,1.39604602217082
"10",2.55095823900337,3.19943759166497
"11",3.0251696815067,3.47570512599689
"12",0.41536279311111,1.42706016624767
"13",-0.288194807859577,0.32154031790189
"14",-0.196299980175832,0.39612971609311
"15",-1.55905149234553,4.15590533298648
"16",0.164689900618675,0.94029083272174
"17",0.0422055962012915,0.88013466493789
"18",0.295397793467511,1.24725656529684
"19",2.72175399009475,3.33616754131801
"20",3.47320982328478,2.92024633027741
"21",2.57920151308671,3.32369420910793
"22",3.57844240771187,2.76109281367879
"23",2.26635294930605,1.36647045631301
"24",2.91916478019715,3.23362851723881
"25",0.213242702804036,0.794924017577267
"26",0.44595077814448,1.33764778845145
"27",3.03960418195424,3.06026005579285
"28",-2.33521313423579,-2.44563834409326
"29",2.66846862662319,3.32974384023143
"30",2.72065319066042,3.27076809629541
"31",2.73584467516348,3.30522239915563
"32",2.6595225066676,3.31444769541001
"33",3.6687830463352,1.92220718297216
"34",3.65324656804351,1.03633492058697
"35",0.913293576610896,0.60072124661574
"36",2.11993284065628,1.2292885265206
"37",2.90813940740686,0.972045877404235
"38",3.81163897165194,1.13283915555037
"39",3.86799386895939,0.977140781698172
"40",5.51073769501603,0.980410519736453
"41",2.72133601741626,0.0636149404928687
"42",-0.100185467277578,0.419050282603293
"43",3.49526170551128,1.09806142367458
"44",2.43693920485184,0.667493763473868
"45",2.89930205653502,0.957544515283719
"46",2.14125240311271,1.23126889286395
"47",2.33923153735543,1.31562220133873
"48",4.22985741967924,2.75405425975253
"49",5.55936530568963,1.02606278940315
"50",4.39038424747562,1.18123249191056
"51",2.48610945338649,1.30754909552349
"52",2.07434104706128,1.21131134275328
"53",4.03651873221254,2.7843538011571
"54",4.32601303436147,1.08162288364398
"55",4.96793047639079,0.790764310369674
"56",5.06499584382579,1.02856946045305
"57",4.63061685754219,0.229934659917077
"58",2.1690643066436,0.492379119784326
"59",-4.40555600996253,-0.496981418303321
"60",-0.79553937261572,-0.141189158309276
"61",-2.82901259709534,-3.25970870639114
"62",-3.73024176602096,3.13370722031813
"63",-1.49024788639848,2.06482485291884
"64",4.93195076307145,0.434119635008092
"65",-0.508284953815002,1.51867331052897
"66",-1.76100477371785,1.97974365200868
"67",-1.76323289070344,-0.547198433862841
"68",-4.32924805890527,4.29425435688193
"69",-3.94663346161698,-0.732109348288192
"70",-2.07426310330919,-0.252628648793304
"71",-2.77120094220441,-0.227356204321805
"72",-3.3217351852216,-1.42376488067204
"73",-1.88162468408498,0.139642404819096
"74",1.28573357041537,2.49428610667446
"75",-1.77266197636988,-0.292198794420474
"76",0.182496020322387,-0.384517539478146
"77",-2.33519772470571,1.31886816671741
"78",-3.15242186182196,0.162534858680212
"79",-0.919369263228787,-0.175844730649396
"80",-2.37650857676179,-0.453595594640743
"81",-3.37377079951535,-0.338022391953103
"82",-1.40809220224193,0.279239862385062
"83",-2.61035139461367,-4.60471453204257
"84",-3.47827975875582,-0.944175444902553
"85",-2.00667573215215,0.471230694279743
"86",-1.43084818988538,0.480328917707959
"87",-1.01209062401124,-1.00081058852951
"88",-1.0443788814901,0.0318572994021909
"89",-3.02582409951066,0.192180199676172
"90",-0.930009740037277,-0.966703946103427
"91",-2.16574721231176,-1.09959829400412
"92",-0.960170475513308,-0.756866331291801
"93",-0.7775557179179,0.462311880862681
"94",-4.0967388702068,0.0173820611253594
"95",-4.52070501742885,3.00960591324664
"96",0.708024820001041,-0.461139459238425
"97",0.0225309129936009,-0.110944041966704
"98",-2.60716889845868,0.79844735704958
"99",-4.50290680530286,2.66462373072175
"100",-2.83299537597922,0.474237139019286
"101",-1.31074131384975,-0.433969315935599
"102",-0.596165218335535,3.27431540551496
"103",-1.66634798888423,-0.256743198385941
"104",-3.0619828907579,-2.6853873134358
"105",-4.28102438100764,3.26598708894564
"106",-2.13321468328232,1.13131568580475
"107",-1.05092095064759,-0.35369764631691
"108",-2.32039057404284,-1.08702330967666
"109",-4.00722999601785,3.03916678969876
"110",-3.02919177774174,-1.93658287185366
"111",-3.82052550667224,3.72787561747476
"112",-1.06109247051773,-0.563590640041769
"113",-2.14599005934193,0.605807837479997
"114",-2.48335908934029,0.446160739297869
"115",-2.33579423669761,-0.0333393251031984
"116",-0.199245990537771,-0.0368154861079527
"117",-0.63737560260432,0.0742892337032042
"118",-1.77792855061531,0.679242061991586
"119",-3.28371644612765,0.711535552980221
"120",-1.26160457876879,-0.138268585664805
"121",-2.82840136072782,-2.26947806659374
"122",-2.51642869741516,4.24023212021989
"123",-0.264369816953355,3.96073829667088
"124",5.18257556417349,0.541257569162147
"125",0.0871297555612267,3.61716604370034
"126",5.19583557823042,0.518474119965111
"127",5.40304930497829,0.621510932124445
"128",-4.99070010851237,4.47493014776171
"129",5.52435753358837,0.495665685519711
"130",-3.32453767909219,5.22775882291919
"131",-3.96797246339716,-3.27273195228983
"132",-0.845373198612758,-0.550987306318758
"133",-1.87770921073238,-4.44518826388392
"134",-0.568645829656089,4.40846085054782
"135",-0.688563660463072,0.447683370134252
"136",-3.61574678955805,3.9643723942698
"137",-3.30181138427533,3.79130994510923
"138",-0.977958746975272,0.866320850499249
"139",-0.534069199642286,0.0575971744810168
"140",-3.37831625936292,3.91793542774769
"141",-2.51221596862973,2.87579673321514
"142",-0.900887688771167,0.193690549982189
"143",-1.60328869793061,1.60495759854906
"144",-0.874637737589398,0.185756034921184
"145",-1.35579565461261,1.20275363894577
"146",-3.97315615382563,3.65001399119054
"147",-3.54158269108747,3.94236787801101
"148",2.10179165653049,4.52561289385914
"149",-1.28020231614856,1.11674822499701
"150",-3.46107759215553,4.25901701010476
"151",-3.42453645287152,4.07260297333002
"152",-1.47521209202367,1.5470263363299
"153",-1.03642701637579,2.01935539494793
"154",-1.96753447604219,2.50416716743883
"155",-2.33261561896217,0.993750053353539
"156",-3.34153236810092,4.00205743619806
"157",-3.1784923880501,4.68512888146428
"158",-1.01421565342461,0.448007023313428
"159",-3.61002350900248,3.94147650230129
"160",-2.18087821642863,-3.30589101057496
"161",-2.85773019001312,3.62759967467638
"162",-0.861185257886147,-0.4238574545912
"163",-0.655397169253894,0.471554101236579
"164",-1.07191688467912,0.397880988544126
"165",-2.77845225686607,-0.515692468302168
"166",-4.58326589996418,-1.35205952465213
"167",0.0406815486526238,-0.0427634665813598
"168",-2.67615657252546,-1.53365507760085
"169",-3.75252226792666,-1.71855778544743
"170",-0.930229067845555,-0.515402256583982
"171",-0.80063558969794,-0.90352332161517
"172",-2.77622588676203,-0.827331077646925
"173",-3.64033932190332,3.95614731026221
"174",-4.18499820167331,0.582024247826726
"175",-3.06583674308514,4.36395912325945
"176",-1.64783889683278,0.538987253507341
"177",-1.30396391968824,1.2464359926692
"178",-2.42926938152434,2.7876175573339
"179",-3.48939648730464,4.84079551632689
"180",-3.1361551534758,2.75536570779921
"181",-3.54035271009487,4.04243345889302
"182",-1.05487547199501,0.399633748341059
"183",-2.243844678785,1.98270184548789
"184",-3.75271054508721,4.0972247732684
"185",-3.01409979919181,1.14040172833516
"186",-3.3587308654517,4.23431136840142
"187",-0.952415926648102,0.560813717797346
"188",-1.99774117353286,-0.680959821165831
"189",-3.88704643508345,4.12020103124895
"190",-2.82342966116836,3.4876290884553
"191",-3.63348937529912,4.20017232468981
"192",-2.41390002425706,1.8177152194537
"193",-0.942808904944319,0.128779061063956
"194",-3.6458746131475,3.92810871243387
"195",-4.13462466319223,4.01975723444089
"196",-2.7379556367487,3.97741709184311
"197",-3.44635718016021,4.12953419803083
"198",-3.05411458960513,4.44580823042143
"199",-3.9309879137458,4.35320627289191
"200",-1.30386197943897,1.45385373525651
"201",-3.79943573533837,4.18416219499191
"202",-3.95483993318416,4.67646750189495
"203",-3.5869812401471,4.00955962986658
"204",-1.03585697793882,0.536379673182264
"205",-1.58534154964636,1.65319096870306
"206",-1.556103356322,0.84429570277424
"207",4.67899677634349,0.342358386954886
"208",-3.69123096217516,3.82714713436211
"209",-3.58789691326278,3.99510857293145
"210",0.310861655735876,-0.402547052410223
"211",-4.75404352686237,3.70875673237266
"212",-4.09209551170139,3.87326397507896
"213",-0.0773974769626526,2.80844076184009
"214",-0.97458760150145,-0.780729277453192
"215",0.911770675640767,3.73756877927273
"216",-0.0315481772315234,3.0698840592395
"217",-0.897052256240781,-0.141621337370677
"218",2.09732878009639,3.50166441502444
"219",0.103752112836737,3.54669249312848
"220",-1.00973465461296,-1.24669876201773
"221",-0.538091012196498,-0.130064891482598
"222",0.058446650111699,3.47347829327608
"223",2.49382180537096,3.87698817571263
"224",0.0985601090298875,3.51935921845504
"225",-2.01439579481516,-2.30797375001998
"226",0.111983113445601,2.88172370274687
"227",2.21178459504798,3.41198928443894
"228",0.319691608493818,2.61863474463769
"229",0.061241608069263,3.42459636469693
"230",0.0600825574681688,3.12728345726776
"231",0.0634131983529771,-0.849411136472344
"232",-0.586879744020263,3.21518745741526
"233",-0.119136456432414,-0.837966592086582
"234",3.16985392888782,-3.49841485663633
"235",0.0260301025468671,-0.390957295648342
"236",-1.23261354425014,-1.55640416372762
"237",-0.120313186747854,-0.00405427241694175
"238",1.24744193488724,-0.613809481136127
"239",0.92133660515816,2.88621631235529
"240",0.0675033893490869,-0.575190378461257
"241",-0.426713853664467,0.737946009773655
"242",0.730454231178108,3.5199518889327
"243",-1.60245323970079,-2.34992307618306
"244",-1.44103823149212,-1.73823883284142
"245",-2.05867375254573,-2.76390323343048
"246",4.68625891360974,-1.07943834280452
"247",0.0115460299233415,4.36706660922681
"248",2.89757829174727,4.51072374662968
"249",1.82827050843252,3.72215800121759
"250",2.0278532394646,2.78201191142622
"251",0.426058108483883,-0.402236805282855
"252",-0.0368580841781359,5.01857121920073
"253",2.13806070629695,3.46731313915207
"254",2.17561185869996,3.42037658122479
"255",3.17963990011868,4.25501813996089
"256",4.8994558288192,-2.46755550909205
"257",-0.683981810790342,-0.317649595759769
"258",-1.51443695106436,-1.49465911697584
"259",-0.868610183958181,-0.312285224142987
"260",1.80491519333061,3.07977383731927
"261",-0.533171848864835,1.35269798938538
"262",1.32431331728941,1.18802641845759
"263",2.15668275061283,3.39282646134371
"264",-0.98600983188803,-0.358152993232557
"265",1.08677253076711,0.235353802032666
"266",-3.5752216540194,-2.58234172376625
"267",-0.205701621082458,-0.948293242539673
"268",-0.740744033003874,1.57697514453371
"269",0.68274734594005,0.116365455917014
"270",1.99149386850045,3.22691541894274
"271",-0.684105148292349,-0.305256161720795
"272",-1.91968846865564,3.54031275810891
"273",-1.1747714028178,0.325029396955305
"274",1.01629188161935,0.313968752115684
"275",-0.753999608024795,-0.246287933869185
"276",-1.20578519946796,-0.273741227982105
"277",0.598359656217095,-3.52636220442684
"278",-0.773165819024047,-0.448723430600771
"279",-0.464739606680541,1.38257407125685
"280",-0.0230482015660482,1.00122591083087
"281",-0.0661911406371004,1.46960251914054
"282",-1.91436048090486,0.161321947855868
"283",-1.885074389188,-1.02528408002039
"284",0.852745748400977,5.23242532247614
"285",2.01508493242484,3.52866901384269
"286",-0.527447671648386,0.611381474351725
"287",1.02070101307761,2.09036692486608
"288",-0.904594190297375,-0.486701741387741
"289",2.04925841726951,3.413009237944
"290",-0.507726862002344,-0.686670125403475
"291",1.28833177966793,1.62539855295361
"292",1.85063569438176,3.68166469318458
"293",-0.38678496982205,-0.0403805207458672
"294",2.39523697384995,3.90397489403742
"295",-0.303890927000276,0.284247078497449
"296",-0.910489979458548,-1.06171076934481
"297",2.50861697536443,3.64643625466146
"298",-3.70341889789274,3.51144573013979
"299",-1.10154276130673,-0.719659589824945
"300",-0.584875725196963,-0.16253006657604
"301",-2.11630193057232,-1.75979792631653
"302",-0.387816981602799,-0.798859529124753
"303",2.06819022029512,4.04104485304107
"304",-3.34704548211101,3.4916049166629
"305",-2.34410429614365,-1.21047595306749
"306",-1.26559950326057,-0.671806856584542
"307",-0.823546532584459,0.665756616063769
"308",1.44614545879326,1.08395301974914
"309",1.89777073935213,2.74946831146292
"310",2.4169108565874,3.87716356384812
"311",-0.396858761953066,0.126621438772008
"312",-0.143915910089504,0.259870669480295
"313",1.70806998115524,0.00563469621454658
"314",-3.54680907243726,3.476987732812
"315",-2.14493051485379,5.03263239578294
"316",-2.67448361693569,4.83618044018476
"317",-4.31009571405546,3.65237283112549
"318",4.89269045173674,-1.34210039908468
"319",5.31242299520921,0.274326461855628
"320",-5.06746917685746,3.46443809890503
"321",-2.78589000228269,5.6114897622302
"322",-1.98828388670091,-1.54331823490551
"323",-4.07031079245343,5.28990722898157
"324",-4.22016633274103,-2.14113842711397
"325",-1.71455179702981,-1.01845512046364
"326",5.18238469606788,0.57126304739837
"327",-3.31408955160395,-3.65670400911182
"328",-2.32231000536425,-3.34821897629245
"329",-3.92043133970931,4.86139728666849
"330",-1.83923384764636,-2.53182253224661
"331",-3.76245089678454,3.28831444507759
"332",-4.40365694365202,4.76054676875428
"333",2.86915524615236,-1.24765686124522
"334",3.37616825400638,-3.1319783952577
"335",4.27587416352664,-4.33052474161927
"336",2.87957886403023,-1.27277457003938
"337",3.29464111920052,-2.70261561196528
"338",4.17569160570532,-2.09500338973131
"339",3.51608692183229,-1.44215482170277
"340",3.12338940944258,-1.09672530761101
"341",2.15219661869663,-1.97209737191033
"342",3.23224778663857,-3.29125937920042
"343",2.66533683719694,-1.10415871641536
"344",2.9084315953278,-0.794906771013416
"345",2.93196725258024,-1.15363452687763
"346",2.92716381307659,-2.44621675253734
"347",3.56056578367804,-3.81464495994273
"348",2.78975529891437,-1.2176372649554
"349",3.26589546187338,-2.11861617895603
"350",2.71463308008299,-1.50723222097762
"351",2.41695489735912,-4.88778017102974
"352",3.38049027620064,-2.06693005622945
"353",3.82479267227791,-3.53887539014792
"354",3.79804768205312,-2.54196626062867
"355",3.63497286583988,-3.47469692202802
"356",4.10797589697885,-3.18664479415797
"357",3.71957483698747,-3.36422568253952
"358",3.62045221198666,-2.70459855224297
"359",1.83436273140719,-2.61118365650823
"360",-0.854497527150878,-4.55397710055944
"361",1.70890321805984,-3.22679557626128
"362",2.89406151416308,-2.80924640198885
"363",1.2823267065023,-3.1157929963549
"364",-1.53674312892683,-3.87321839138524
"365",2.16296500235149,-3.37490874679721
"366",3.49343100201242,-4.21347899667525
"367",0.725816299907864,-3.64254280819905
"368",-0.195255558806234,-2.48278584227888
"369",0.127754012689954,-2.00632564011394
"370",1.63308526630906,-3.06203961180754
"371",1.11386190263111,-2.48991102865374
"372",3.22456326825534,-1.51869037920006
"373",0.68265810016247,-3.70544152448083
"374",1.05974714601415,-2.75877983162252
"375",0.741234426404316,-5.92690958495057
"376",0.191655979315753,-3.21466497612503
"377",1.18882528823759,-3.28804602747789
"378",0.0225822769637398,-2.42259401619641
"379",1.12034949679732,-2.08747688551207
"380",1.73863412036157,-3.2876408066293
"381",-1.17624074068176,-2.51910773398373
"382",0.738783461090888,-1.29778474226766
"383",0.681890333266377,-2.62636422875448
"384",1.21245083957223,-2.4376971120536
"385",1.46375266626468,-3.26260634988014
"386",1.95239543444429,-5.79170590192549
"387",0.782139530362333,-2.78476691858733
"388",-0.12898354823746,-2.26104175525038
"389",-0.646388520950428,-2.50479681922
"390",1.14764172960846,-3.15032319765176
"391",2.61913453467936,-2.73870041994152
"392",0.078991820381953,-5.82974138678621
"393",1.40165624944108,-2.96133317558423
"394",0.199353693950184,-2.45302266801538
"395",-0.503626539685347,-2.52472376849647
"396",1.8495042461601,-3.38036469151776
"397",-0.710697850056466,-4.48546527506445
"398",1.10459929275164,-2.73982846189717
"399",1.21885020139467,-2.95654932632153
"400",-0.265916916042792,-2.11234798945813
"401",-1.16228974590218,-3.90195865810822
"402",0.693368987618724,-2.65789829153538
"403",1.63103584117438,-2.57603761019529
"404",4.53847359092158,-3.26974016435712
"405",2.03662451622445,-3.89689499454076
"406",3.11673714855117,-5.55369892129837
"407",3.02832430926667,-3.54740245276077
"408",3.16644929849545,-3.4865891689465
"409",3.088924133141,-4.4761717837426
"410",2.14883693503825,-2.69386358703773
"411",-1.65129201701503,-3.52465910198838
"412",-0.100089170913627,-4.01855856150074
"413",0.457978984074378,-2.72280089564849
"414",-0.177738538110861,-3.93018605977901
"415",2.05832762235438,-4.29633039759525
"416",0.512174561170082,-5.34560582758019
"417",0.642999588677551,-3.58089861250865
"418",1.71880457998789,-2.55380348073502
"419",2.49745671337033,-2.86839602406831
"420",-0.794393854006696,-5.62818351070202
"421",1.79168845756492,-2.41439297314458
"422",0.102505171886307,-4.38473761544906
"423",0.57412825500062,-2.61237220627973
"424",1.14526758348845,-4.76911373525539
"425",-0.0516015404539036,-3.78558901198339
"426",2.30869964063546,-3.71398616558731
"427",-0.831642527452657,-3.16202775470235
"428",0.559119704108846,-3.35281531085042
"429",-1.369828191637,-4.84460230123108
"430",1.5086287863055,-4.02819338872348
"431",-1.19489867977095,-5.30788272379159
"432",3.00697615856787,-3.99914994085557
"433",1.4912059142641,-4.780494279113
"434",2.91245749236545,-3.81654838937492
"435",0.043493389214081,-2.75098386636013
"436",0.782291232037857,-2.88145307164354
"437",3.11861992287583,-3.51077755405849
"438",1.00046553324949,-1.80606163010981
"439",0.195464929942175,-2.23240729153036
"440",0.852213607403536,-2.04300383825318
"441",2.15778640466892,-5.97149137178348
"442",-0.693261524645807,-4.00943969196158
"443",0.629298243195967,-1.87583426064041
"444",-0.400357884287194,-3.2306120103785
"445",1.48659636627875,-5.16152524613936
"446",1.62893876614112,-1.64433649076179
"447",2.8935464372677,-0.949470739695512
"448",0.715401007835081,-2.57116187856406
"449",1.77383389819439,-3.95820885564131
"450",0.676959343862215,-4.51070127740395
"451",-0.221439971227833,-4.60788373066002
"452",0.308036092097434,-2.11912118084112
"453",0.0677851033846837,-4.87080983566948
"454",-0.369051319951044,-3.04345599792493
"455",1.85442911367336,-1.13470422109121
"456",-0.853610844309516,-3.20336312035162
"457",-0.354680449497627,-5.18549984985815
"458",-1.62490106580622,-3.20298492140666
"459",3.69474974414606,-4.95551102327407
"460",1.12819234110123,-6.22752217068128
"461",2.383323121293,-3.55720207140433
"462",-0.607262815114182,-3.58509460511612
"463",1.20578008867764,-4.46579168440044
"464",3.15333170151057,-4.94483165813939
"465",1.11560173623922,-1.98624441290845
"466",2.55466670552568,-4.45935271593666
